trade_date,open,close,high,low,vol
20140901,1.83,1.84,1.84,1.82,575795.64
20140902,1.84,1.86,1.87,1.83,998278.32
20140903,1.86,1.88,1.89,1.85,1147509.66
20140904,1.87,1.9,1.9,1.87,990468.4
20140905,1.9,1.93,1.94,1.9,1580874.89
20140909,1.93,1.99,2.0,1.92,2642856.15
20140910,1.97,1.97,1.99,1.95,1159253.76
20140911,1.97,1.96,2.0,1.95,1385167.35
20140912,1.95,2.0,2.01,1.94,1954632.43
20140915,2.0,2.04,2.05,1.98,1985499.48
20140916,2.03,2.04,2.15,2.01,3780565.26
20140917,2.04,2.06,2.09,2.03,1987054.98
20140918,2.06,2.05,2.1,2.03,1654285.74
20140919,2.05,2.03,2.06,2.01,1396166.44
20140922,2.03,1.98,2.03,1.97,1220382.91
20140923,1.98,1.99,1.99,1.95,2183857.64
20140924,1.97,2.0,2.02,1.96,2787191.74
20140925,2.01,2.01,2.04,1.99,3472698.7
20140926,2.0,2.02,2.03,1.99,1645506.18
20140929,2.02,2.03,2.05,2.01,1815448.76
20140930,2.03,2.05,2.09,2.01,2907632.75
20141008,2.05,2.05,2.05,2.03,1648161.01
20141009,2.05,2.07,2.07,2.03,2170892.9
20141010,2.06,2.1,2.15,2.05,3736922.19
20141013,2.08,2.07,2.09,2.05,1970857.07
20141014,2.06,2.06,2.1,2.05,1910822.67
20141015,2.07,2.15,2.2,2.06,5305906.79
20141016,2.13,2.12,2.19,2.11,3401770.95
20141017,2.1,2.09,2.12,2.05,2503543.22
20141020,2.09,2.12,2.13,2.07,1609199.27
20141021,2.11,2.08,2.12,2.07,1403953.2
20141022,2.07,2.06,2.09,2.05,1081758.58
20141023,2.06,2.01,2.06,2.0,1606140.05
20141024,2.01,2.01,2.03,2.0,836898.32
20141027,2.0,2.02,2.03,1.97,1074359.38
20141028,2.01,2.06,2.07,2.0,1435403.52
20141029,2.07,2.14,2.17,2.06,4554618.49
20141030,2.12,2.28,2.35,2.11,7653752.97
20141031,2.3,2.29,2.37,2.24,7081806.99
20141103,2.3,2.52,2.52,2.28,9664073.01
20141104,2.53,2.59,2.66,2.5,10009488.75
20141105,2.6,2.53,2.61,2.5,4895355.94
20141106,2.5,2.5,2.52,2.41,3772767.35
20141107,2.49,2.48,2.57,2.45,4449114.55
20141110,2.5,2.58,2.59,2.46,4363845.74
20141111,2.57,2.53,2.74,2.45,6399894.87
20141112,2.55,2.6,2.65,2.51,3772483.95
20141113,2.61,2.64,2.66,2.55,4455511.07
20141114,2.69,2.6,2.72,2.57,3564847.9
20141117,2.59,2.51,2.6,2.43,2749655.89
20141118,2.48,2.47,2.53,2.45,2233451.26
20141119,2.49,2.51,2.53,2.47,1990329.6
20141120,2.5,2.49,2.51,2.46,1181247.37
20141121,2.47,2.51,2.51,2.44,2015026.94
20141124,2.54,2.56,2.58,2.5,3647182.32
20141125,2.55,2.59,2.62,2.53,3545953.24
20141126,2.61,2.56,2.62,2.51,3164117.49
20141127,2.56,2.6,2.6,2.52,3357037.01
20141128,2.78,2.86,2.86,2.75,12116616.59
20141201,2.97,3.15,3.15,2.91,10800662.25
20141202,3.0,3.19,3.34,2.88,9824444.19
20141203,3.18,3.09,3.27,3.02,6780985.75
20141204,3.09,3.14,3.15,3.03,5440071.89
20141205,3.13,3.04,3.2,2.98,5957198.52
20141208,3.04,3.13,3.16,3.04,5279007.89
20141209,3.25,3.06,3.33,3.0,8281133.66
20141210,3.02,3.13,3.14,2.95,4131877.04
20141211,3.28,3.44,3.44,3.22,9991187.07
20141212,3.58,3.43,3.6,3.34,7787189.63
20141215,3.48,3.37,3.54,3.33,3993951.91
