date,open,close,high,low,volume
2014-09-01,2340.925,2355.317,2355.552,2338.53,77320870.0
2014-09-02,2359.862,2386.46,2387.655,2349.949,114436733.0
2014-09-03,2389.694,2408.838,2414.26,2389.679,129734204.0
2014-09-04,2411.934,2426.224,2427.297,2404.082,111272298.0
2014-09-05,2433.174,2449.259,2450.634,2427.987,133551764.0
2014-09-09,2452.227,2445.224,2454.893,2437.078,118194344.0
2014-09-10,2435.593,2432.433,2437.081,2422.646,109175517.0
2014-09-11,2430.678,2423.454,2461.473,2417.269,132982583.0
2014-09-12,2418.752,2438.358,2438.358,2412.622,109160170.0
2014-09-15,2433.001,2437.189,2439.254,2418.959,122247159.0
2014-09-16,2440.339,2388.765,2442.924,2386.98,186742791.0
2014-09-17,2395.361,2401.326,2405.371,2379.091,125269028.0
2014-09-18,2396.379,2408.664,2414.946,2389.622,115926376.0
2014-09-19,2409.313,2425.211,2430.149,2402.313,101813577.0
2014-09-22,2419.326,2378.92,2419.326,2374.108,102240870.0
2014-09-23,2379.521,2399.462,2402.482,2379.521,84033341.0
2014-09-24,2391.419,2441.864,2443.978,2387.07,142713530.0
2014-09-25,2453.423,2436.965,2462.668,2429.587,138661891.0
2014-09-26,2430.808,2437.201,2439.649,2420.499,100299494.0
2014-09-29,2443.91,2447.799,2453.665,2435.611,123401727.0
2014-09-30,2452.166,2450.988,2454.885,2444.204,115804229.0
2014-10-08,2460.87,2478.383,2478.383,2445.268,121953604.0
2014-10-09,2480.197,2481.955,2488.113,2461.112,137923920.0
2014-10-10,2472.096,2466.789,2482.136,2457.684,147634307.0
2014-10-13,2457.412,2454.946,2460.389,2430.546,131593362.0
2014-10-14,2451.094,2446.562,2467.904,2436.336,127393705.0
2014-10-15,2444.538,2463.874,2465.498,2431.188,135801882.0
2014-10-16,2448.968,2444.395,2480.3,2441.822,158166603.0
2014-10-17,2443.222,2441.732,2456.105,2410.401,132759988.0
2014-10-20,2448.453,2454.711,2456.621,2441.896,91435401.0
2014-10-21,2453.406,2433.391,2459.255,2432.552,96241912.0
2014-10-22,2434.886,2418.641,2447.467,2417.562,88656193.0
2014-10-23,2415.44,2395.936,2424.662,2392.532,103491839.0
2014-10-24,2397.848,2390.706,2404.993,2385.725,74974869.0
2014-10-27,2377.542,2368.832,2377.542,2361.68,73862447.0
2014-10-28,2373.155,2416.653,2416.766,2373.155,101523055.0
2014-10-29,2423.813,2451.384,2461.268,2415.703,158584062.0
2014-10-30,2450.361,2468.925,2474.376,2443.759,189626353.0
2014-10-31,2473.501,2508.325,2512.189,2466.504,239172412.0
2014-11-03,2515.824,2512.548,2524.172,2502.06,205801228.0
2014-11-04,2511.036,2513.172,2517.46,2498.605,218247005.0
2014-11-05,2516.87,2503.448,2519.399,2499.228,190491862.0
